0,0,0,0
1,0,0,168
2,0,168,0
3,0,168,168
4,168,0,0
5,168,0,168
6,168,84,0
7,168,168,168
8,84,84,84
9,84,84,252
10,84,252,84
11,84,252,252
12,252,84,84
13,252,84,252
14,252,252,84
15,252,252,252
16,0,0,0
17,20,20,20
18,32,32,32
19,44,44,44
20,56,56,56
21,68,68,68
22,80,80,80
23,96,96,96
24,112,112,112
25,128,128,128
26,144,144,144
27,160,160,160
28,180,180,180
29,200,200,200
30,224,224,224
31,252,252,252
32,0,0,252
33,64,0,252
34,124,0,252
35,188,0,252
36,252,0,252
37,252,0,188
38,252,0,124
39,252,0,64
40,252,0,0
41,252,64,0
42,252,124,0
43,252,188,0
44,252,252,0
45,188,252,0
46,124,252,0
47,64,252,0
48,0,252,0
49,0,252,64
50,0,252,124
51,0,252,188
52,0,252,252
53,0,188,252
54,0,124,252
55,0,64,252
56,124,124,252
57,156,124,252
58,188,124,252
59,220,124,252
60,252,124,252
61,252,124,220
62,252,124,188
63,252,124,156
64,252,124,124
65,252,156,124
66,252,188,124
67,252,220,124
68,252,252,124
69,220,252,124
70,188,252,124
71,156,252,124
72,124,252,124
73,124,252,156
74,124,252,188
75,124,252,220
76,124,252,252
77,124,220,252
78,124,188,252
79,124,156,252
80,180,180,252
81,196,180,252
82,216,180,252
83,232,180,252
84,252,180,252
85,252,180,232
86,252,180,216
87,252,180,196
88,252,180,180
89,252,196,180
90,252,216,180
91,252,232,180
92,252,252,180
93,232,252,180
94,216,252,180
95,196,252,180
96,180,252,180
97,180,252,196
98,180,252,216
99,180,252,232
100,180,252,252
101,180,232,252
102,180,216,252
103,180,196,252
104,0,0,112
105,28,0,112
106,56,0,112
107,84,0,112
108,112,0,112
109,112,0,84
110,112,0,56
111,112,0,28
112,112,0,0
113,112,28,0
114,112,56,0
115,112,84,0
116,112,112,0
117,84,112,0
118,56,112,0
119,28,112,0
120,0,112,0
121,0,112,28
122,0,112,56
123,0,112,84
124,0,112,112
125,0,84,112
126,0,56,112
127,0,28,112
128,56,56,112
129,68,56,112
130,84,56,112
131,96,56,112
132,112,56,112
133,112,56,96
134,112,56,84
135,112,56,68
136,112,56,56
137,112,68,56
138,112,84,56
139,112,96,56
140,112,112,56
141,96,112,56
142,84,112,56
143,68,112,56
144,56,112,56
145,56,112,68
146,56,112,84
147,56,112,96
148,56,112,112
149,56,96,112
150,56,84,112
151,56,68,112
152,80,80,112
153,88,80,112
154,96,80,112
155,104,80,112
156,112,80,112
157,112,80,104
158,112,80,96
159,112,80,88
160,112,80,80
161,112,88,80
162,112,96,80
163,112,104,80
164,112,112,80
165,104,112,80
166,96,112,80
167,88,112,80
168,80,112,80
169,80,112,88
170,80,112,96
171,80,112,104
172,80,112,112
173,80,104,112
174,80,96,112
175,80,88,112
176,0,0,64
177,16,0,64
178,32,0,64
179,48,0,64
180,64,0,64
181,64,0,48
182,64,0,32
183,64,0,16
184,64,0,0
185,64,16,0
186,64,32,0
187,64,48,0
188,64,64,0
189,48,64,0
190,32,64,0
191,16,64,0
192,0,64,0
193,0,64,16
194,0,64,32
195,0,64,48
196,0,64,64
197,0,48,64
198,0,32,64
199,0,16,64
200,32,32,64
201,40,32,64
202,48,32,64
203,56,32,64
204,64,32,64
205,64,32,56
206,64,32,48
207,64,32,40
208,64,32,32
209,64,40,32
210,64,48,32
211,64,56,32
212,64,64,32
213,56,64,32
214,48,64,32
215,40,64,32
216,32,64,32
217,32,64,40
218,32,64,48
219,32,64,56
220,32,64,64
221,32,56,64
222,32,48,64
223,32,40,64
224,44,44,64
225,48,44,64
226,52,44,64
227,60,44,64
228,64,44,64
229,64,44,60
230,64,44,52
231,64,44,48
232,64,44,44
233,64,48,44
234,64,52,44
235,64,60,44
236,64,64,44
237,60,64,44
238,52,64,44
239,48,64,44
240,44,64,44
241,44,64,48
242,44,64,52
243,44,64,60
244,44,64,64
245,44,60,64
246,44,52,64
247,44,48,64
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
